         664316 function calls (653253 primitive calls) in 2.797 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ImageFile.py:585(PyDecoder)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 scale.py:25(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:116(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:362(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:196(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:224(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:918(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1899(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2360(LogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:107(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2123(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2141(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2538(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2633(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2689(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2760(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
       16    0.000    0.000    0.000    0.000 pyparsing.py:495(__getitem__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4096(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4305(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4438(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4802(Optional)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5707(<genexpr>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5843(makeHTMLTags)
        3    0.000    0.000    0.000    0.000 _enums.py:103(__init__)
        3    0.000    0.000    0.000    0.000 _enums.py:176(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:140(CapStyle)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        3    0.000    0.000    0.000    0.000 six.py:864(add_metaclass)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 pyplot.py:112(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 pyplot.py:93(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dates.py:984(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:1830(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:1917(_rcParam_helper)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 units.py:110(ConversionInterface)
        1    0.000    0.000    0.000    0.000 colorbar.py:225(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:285(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 collections.py:968(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:1273(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1902(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1965(QuadMesh)
        1    0.000    0.000    0.000    0.000 cm.py:57(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:54(_DeprecatedCmapDictWrapper)
        1    0.000    0.000    0.000    0.000 contour.py:1335(QuadContourSet)
        1    0.000    0.000    0.000    0.000 text.py:1378(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 patches.py:862(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:939(StepPatch)
        1    0.000    0.000    0.000    0.000 patches.py:1555(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1878(_Style)
        2    0.000    0.000    0.000    0.000 dataclasses.py:340(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:331(_tuple_str)
        4    0.000    0.000    0.000    0.000 dataclasses.py:457(_init_param)
        1    0.000    0.000    0.000    0.000 dataclasses.py:494(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:526(_repr_fn)
        3    0.000    0.000    0.000    0.000 dataclasses.py:739(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 dataclasses.py:849(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:963(Encoding)
        1    0.000    0.000    0.000    0.000 mathtext.py:44(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:99(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:225(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:287(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(GlueSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:423(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1125(Char)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1238(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2292(State)
        1    0.000    0.000    0.000    0.000 backend_tools.py:154(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:491(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:713(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:780(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1010(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 widgets.py:24(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:62(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:1482(Cursor)
        1    0.000    0.000    0.000    0.000 widgets.py:2119(ToolHandles)
        1    0.000    0.000    0.000    0.000 widgets.py:2726(PolygonSelector)
        1    0.000    0.000    0.000    0.000 spines.py:513(Spines)
        1    0.000    0.000    0.000    0.000 image.py:1291(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1354(BboxImage)
        1    0.000    0.000    0.025    0.025 core.py:158(load_base_library)
        1    0.000    0.000    0.000    0.000 figure.py:120(SubplotParams)
        1    0.000    0.000    0.000    0.000 __init__.py:7(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:581(DrawingArea)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:480(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:693(__init__)
        1    0.000    0.000    0.000    0.000 streamplot.py:248(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:312(Grid)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1218(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideAxes)
        1    0.000    0.000    0.000    0.000 polar.py:144(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 axis3d.py:485(ZAxis)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:18(FigureCanvasMac)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:91(NavigationToolbar2Mac)
        4    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:1306(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1315(SupportsBytes)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 tarfile.py:610(_FileInFile)
        1    0.000    0.000    0.000    0.000 __init__.py:210(device)
        1    0.000    0.000    0.000    0.000 __init__.py:465(_CudaBase)
        1    0.000    0.000    0.000    0.000 linear.py:11(Identity)
        1    0.000    0.000    0.000    0.000 linear.py:103(_LinearWithBias)
        4    0.000    0.000    0.000    0.000 utils.py:7(_ntuple)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:297(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:739(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:832(SourceContext)
        3    0.000    0.000    0.000    0.000 rendezvous.py:19(register_rendezvous_handler)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 server_process_global_profiler.py:14(_server_process_global_profile)
        1    0.000    0.000    0.000    0.000 function.py:271(_nested_map)
        1    0.000    0.000    0.000    0.000 grad_mode.py:50(no_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:93(enable_grad)
        1    0.000    0.000    0.000    0.000 profiler.py:539(emit_nvtx)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1673(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1781(Annotated)
        1    0.000    0.000    0.000    0.000 conv.py:262(Conv2d)
        1    0.000    0.000    0.000    0.000 activation.py:246(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:400(Hardswish)
        1    0.000    0.000    0.000    0.000 activation.py:441(ELU)
        1    0.000    0.000    0.000    0.000 activation.py:484(CELU)
        1    0.000    0.000    0.000    0.000 activation.py:529(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:573(GLU)
        1    0.000    0.000    0.000    0.000 activation.py:630(Hardshrink)
        1    0.000    0.000    0.000    0.000 activation.py:671(LeakyReLU)
        1    0.000    0.000    0.000    0.000 activation.py:988(PReLU)
        1    0.000    0.000    0.000    0.000 activation.py:1100(Softmin)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:383(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:759(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:825(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1012(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 container.py:17(Container)
        1    0.000    0.000    0.000    0.000 pooling.py:158(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:831(LPPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:928(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1042(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 padding.py:127(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:166(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:216(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:277(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:317(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:407(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 transformer.py:241(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 transformer.py:303(TransformerDecoderLayer)
        1    0.000    0.000    0.000    0.000 fused.py:4(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 activation.py:4(ReLU)
        1    0.000    0.000    0.000    0.000 _script.py:83(OrderedDictWrapper)
        1    0.000    0.000    0.000    0.000 _recursive.py:265(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:27(__init__)
        1    0.000    0.000    0.000    0.000 _trace.py:73(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 batchnorm.py:5(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 normalization.py:4(LayerNorm)
        1    0.000    0.000    0.000    0.000 linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 conv.py:4(Conv2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:236(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 _ops.py:72(__init__)
        1    0.000    0.000    0.000    0.000 functional_modules.py:8(FloatFunctional)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:529(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:700(CyclicLR)
        1    0.000    0.000    0.000    0.000 swa_utils.py:169(SWALR)
        1    0.000    0.000    0.000    0.000 reductions.py:20(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 reductions.py:42(__init__)
        1    0.000    0.000    0.000    0.000 reductions.py:52(_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
