         1079090 function calls (1068027 primitive calls) in 10.054 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 legend.py:51(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:374(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:421(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:462(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1238(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1719(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:78(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:110(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:350(HandlerLineCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:385(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:456(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:480(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:584(HandlerStem)
        1    0.000    0.000    0.000    0.000 streamplot.py:312(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:424(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:499(OutOfBounds)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 _base.py:95(_TransformedBoundsLocator)
        2    0.000    0.000    0.000    0.000 axis.py:593(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:513(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:229(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:277(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:455(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:111(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:266(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:510(RadialTick)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:69(FigureManagerMac)
        1    0.000    0.000    0.000    0.000 backend_agg.py:601(_BackendAgg)
        1    0.000    0.000    0.000    0.000 __init__.py:416(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:420(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:440(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:467(QInt32Storage)
        1    0.000    0.000    0.000    0.000 _utils.py:396(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 _utils.py:402(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        4    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1168(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1297(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1306(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1324(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1366(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1364(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1395(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1630(io)
        1    0.000    0.000    0.000    0.000 typing.py:1645(re)
        1    0.000    0.000    0.000    0.000 _utils_internal.py:32(prepare_multiprocessing_environment)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:61(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 serialization.py:198(_opener)
        1    0.000    0.000    0.000    0.000 serialization.py:217(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:223(_open_buffer_writer)
        1    0.000    0.000    0.000    0.000 serialization.py:240(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:245(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 serialization.py:253(_open_zipfile_writer_buffer)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:303(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:580(_StreamProxy)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:6(__PrinterOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:199(CudaError)
        1    0.000    0.000    0.000    0.000 __init__.py:465(_CudaBase)
        1    0.000    0.000    0.000    0.000 __init__.py:476(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:484(LongStorage)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:9(_MultiDeviceReplicator)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:31(OptState)
        1    0.000    0.000    0.000    0.000 module.py:20(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 parameter.py:6(Parameter)
        1    0.000    0.000    0.000    0.000 linear.py:11(Identity)
        1    0.000    0.000    0.000    0.000 linear.py:103(_LinearWithBias)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:297(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:832(SourceContext)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:47(Backend)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:111(reduce_op)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:137(GroupMember)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 server_process_global_profiler.py:14(_server_process_global_profile)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        1    0.000    0.000    0.000    0.000 function.py:12(_ContextMethodMixin)
        1    0.000    0.000    0.000    0.000 function.py:264(InplaceFunction)
        1    0.000    0.000    0.000    0.000 grad_mode.py:50(no_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:93(enable_grad)
        1    0.000    0.000    0.000    0.000 grad_mode.py:132(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:83(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:844(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 profiler.py:917(StringTable)
        1    0.000    0.000    0.000    0.000 __init__.py:19(Future)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:546(_LiteralForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1387(Protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1555(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1578(SupportsIndex)
        1    0.000    0.000    0.000    0.000 conv.py:425(Conv3d)
        1    0.000    0.000    0.000    0.000 conv.py:1109(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 activation.py:246(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:302(Hardsigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:361(SiLU)
        1    0.000    0.000    0.000    0.000 activation.py:400(Hardswish)
        1    0.000    0.000    0.000    0.000 activation.py:484(CELU)
        1    0.000    0.000    0.000    0.000 activation.py:529(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:573(GLU)
        1    0.000    0.000    0.000    0.000 activation.py:606(GELU)
        1    0.000    0.000    0.000    0.000 activation.py:630(Hardshrink)
        1    0.000    0.000    0.000    0.000 activation.py:671(LeakyReLU)
        1    0.000    0.000    0.000    0.000 activation.py:721(LogSigmoid)
        1    0.000    0.000    0.000    0.000 activation.py:790(Softshrink)
        1    0.000    0.000    0.000    0.000 activation.py:988(PReLU)
        1    0.000    0.000    0.000    0.000 activation.py:1100(Softmin)
        1    0.000    0.000    0.000    0.000 activation.py:1147(Softmax)
        1    0.000    0.000    0.000    0.000 loss.py:12(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:216(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:635(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:759(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:1012(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1180(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 distance.py:45(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 container.py:17(Container)
        1    0.000    0.000    0.000    0.000 pooling.py:33(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:309(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:386(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:461(AvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:831(LPPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:969(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1005(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:1042(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1076(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1110(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:90(_BatchNorm)
        1    0.000    0.000    0.000    0.000 batchnorm.py:212(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 _functions.py:6(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:107(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:141(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 dropout.py:61(Dropout2d)
        1    0.000    0.000    0.000    0.000 padding.py:27(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:77(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:127(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:166(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:176(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:267(_ReplicationPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:317(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:197(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 memory_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:145(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 transformer.py:189(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 transformer.py:241(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 data_parallel.py:40(DataParallel)
        1    0.000    0.000    0.000    0.000 _functions.py:9(Broadcast)
        1    0.000    0.000    0.000    0.000 _functions.py:51(Gather)
        1    0.000    0.000    0.000    0.000 fused.py:4(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 fused.py:22(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:31(LinearReLU)
        1    0.000    0.000    0.000    0.000 fused.py:40(ConvBn1d)
        1    0.000    0.000    0.000    0.000 fused.py:67(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:95(BNReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:104(BNReLU3d)
        1    0.000    0.000    0.000    0.000 __init__.py:61(DeQuantize)
        1    0.000    0.000    0.000    0.000 activation.py:42(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:79(Hardswish)
        1    0.000    0.000    0.000    0.000 activation.py:103(ELU)
        8    0.000    0.000    0.000    0.000 _script.py:718(_make_fail)
        1    0.000    0.000    0.000    0.000 _recursive.py:89(SourceContext)
        1    0.000    0.000    0.000    0.000 _recursive.py:265(__init__)
        1    0.000    0.000    0.000    0.000 frontend.py:87(FrontendError)
        1    0.000    0.000    0.000    0.000 frontend.py:104(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 frontend.py:224(Builder)
        1    0.000    0.000    0.000    0.000 frontend.py:334(WithItemBuilder)
        2    0.000    0.000    0.000    0.000 annotations.py:27(__init__)
        1    0.000    0.000    0.000    0.000 annotations.py:26(Module)
        1    0.000    0.000    0.000    0.000 _state.py:12(EnabledProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:26(ContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:46(__getattr__)
        1    0.000    0.000    0.000    0.000 _trace.py:73(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 _trace.py:522(TracerWarning)
        1    0.000    0.000    0.000    0.000 _trace.py:1072(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 batchnorm.py:5(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:39(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 normalization.py:73(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 normalization.py:108(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 conv.py:469(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 conv.py:517(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:193(ConvBn2d)
        1    0.000    0.000    0.000    0.000 conv_fused.py:283(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 _ops.py:33(_OpNamespace)
        1    0.000    0.000    0.000    0.000 functional_modules.py:8(FloatFunctional)
        1    0.000    0.000    0.000    0.000 functional_modules.py:86(QFunctional)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:24(_LRScheduler)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:171(LambdaLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:254(MultiplicativeLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:430(ExponentialLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:461(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1049(OneCycleLR)
        1    0.000    0.000    0.000    0.000 swa_utils.py:8(AveragedModel)
        1    0.000    0.000    0.000    0.000 reductions.py:20(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 spawn.py:121(SpawnContext)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:569(SocketListener)
        1    0.000    0.000    0.000    0.000 connection.py:755(ConnectionWrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:7(Warning)
        1    0.000    0.000    0.000    0.000 hub.py:22(tqdm)
        1    0.000    0.000    0.000    0.000 zipfile.py:627(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:727(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1104(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1051(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1227(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1257(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1375(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1384(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1399(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2394(ftpwrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1451(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1456(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1462(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1467(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1473(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1488(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1494(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1500(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1507(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1512(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 constraints.py:52(Constraint)
        1    0.000    0.000    0.000    0.000 constraints.py:83(_DependentProperty)
        1    0.000    0.000    0.000    0.000 constraints.py:126(_IntegerLessThan)
        2    0.000    0.000    0.000    0.000 constraints.py:146(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:142(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 constraints.py:158(_Real)
        1    0.000    0.000    0.000    0.000 constraints.py:186(__init__)
        2    0.000    0.000    0.000    0.000 constraints.py:218(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:235(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:292(_RealVector)
        1    0.000    0.000    0.000    0.000 exp_family.py:5(ExponentialFamily)
        1    0.000    0.000    0.000    0.000 chi2.py:5(Chi2)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:318(ExpTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:340(PowerTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:378(SigmoidTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:438(AbsTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:455(AffineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:553(StickBreakingTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:599(LowerCholeskyTransform)
        1    0.000    0.000    0.000    0.000 kl.py:78(_Match)
        1    0.000    0.000    0.000    0.000 __init__.py:50(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 __init__.py:24(_QEngineProp)
        1    0.000    0.000    0.000    0.000 __init__.py:40(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:39(QuantizedEngine)
        1    0.000    0.000    0.000    0.000 conv_relu.py:44(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 conv_relu.py:84(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 bn_relu.py:41(BNReLU3d)
        1    0.000    0.000    0.000    0.000 rnn.py:14(PackedParameter)
        1    0.000    0.000    0.000    0.000 stubs.py:4(QuantStub)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 observer.py:44(ObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:302(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:409(MovingAverageMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:480(MinMaxDynamicQuantObserver)
        1    0.000    0.000    0.000    0.000 quant_type.py:2(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:53(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 proxy.py:128(Attribute)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:32(QuantizeHandler)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:51(Add)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:228(LinearReLU)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:318(BatchNorm)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:353(DefaultNode)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:418(CopyNode)
        1    0.000    0.000    0.000    0.000 quantization_patterns.py:513(CustomModuleQuantizeHandler)
        1    0.000    0.000    0.000    0.000 fusion_patterns.py:12(ConvBNReLUFusion)
        1    0.000    0.000    0.000    0.000 sampler.py:55(SequentialSampler)
        1    0.000    0.000    0.000    0.000 dataset.py:15(Dataset)
        1    0.000    0.000    0.000    0.000 dataset.py:42(IterableDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:227(ChainDataset)
        1    0.000    0.000    0.000    0.000 dataloader.py:41(_DatasetKind)
        1    0.000    0.000    0.000    0.000 dataloader.py:53(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 dataloader.py:464(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 worker.py:62(WorkerInfo)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:4(_ClassNamespace)
        1    0.000    0.000    0.000    0.000 _classes.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _atfork.py:15(_register)
        1    0.000    0.000    0.000    0.000 _atfork.py:18(register_after_fork)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 types.py:125(_calculate_meta)
        1    0.000    0.000    0.000    0.000 contextlib.py:58(_recreate_cm)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 __init__.py:673(is_url)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 __init__.py:1116(is_interactive)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:200(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 linalg.py:473(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1671(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
